docking_rank,candidate_id,chunk_id,source_models,minimized_affinity_kcal_mol,cnn_score,cnn_affinity,cnn_vs,mw,tpsa,clogp,hbd,hba,rotatable_bonds,formal_charge,sa_score,lipinski_rule_of_five_violations,max_clinical_similarity,max_patent_proxy_similarity,parent_inchi_key,parent_smiles,canonical_smiles,generated_smiles,pose_sdf,analysis_smiles,murcko_scaffold,generic_murcko_scaffold,structure_qc_flags,pose_qc_pass,pose_qc_flags,ecfp_cluster_id,selected_for_admet,selected_for_pre_admet_md,admet_selection_rank,pre_admet_md_selection_rank
583,FXIA-GEN-022337,0045,reinvent_denovo,-7.17108,0.9449080229,5.8420066833,5.5201587677,371.032,68.01,3.441,2.0,3.0,2.0,0.0,2.118,0.0,0.122,0.17,PKVJCYOFOHOMRM-UHFFFAOYSA-N,Nc1ccc(C(=O)Nc2cc(Br)ccc2Br)nc1,Nc1ccc(C(=O)Nc2cc(Br)ccc2Br)nc1,Nc1ccc(C(=O)Nc2cc(Br)ccc2Br)nc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0045_gnina_poses.sdf,Nc1ccc(C(=O)Nc2cc(Br)ccc2Br)nc1,O=C(Nc1ccccc1)c1ccccn1,CC(CC1CCCCC1)C1CCCCC1,ok,true,ok,419,true,false,420,
584,FXIA-GEN-025437,0051,reinvent_denovo,-9.11084,0.9448983073,7.2207818031,6.8229045868,436.545,106.31,3.321,2.0,6.0,7.0,0.0,2.71,0.0,0.138,0.149,RKVICWSPKCRUSZ-UHFFFAOYSA-N,CCn1c(CCNC(=O)c2cc(-c3cccnc3)nc3c2cnn3C(C)C)n[nH]c1=S,CCn1c(CCNC(=O)c2cc(-c3cccnc3)nc3c2cnn3C(C)C)n[nH]c1=S,CCn1c(CCNC(=O)c2cc(-c3cccnc3)nc3c2cnn3C(C)C)n[nH]c1=S,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0051_gnina_poses.sdf,CCn1c(CCNC(=O)c2cc(-c3cccnc3)nc3c2cnn3C(C)C)n[nH]c1=S,O=C(NCCc1n[nH]c(=S)[nH]1)c1cc(-c2cccnc2)nc2[nH]ncc12,CC1CCC(CCCC(C)C2CC(C3CCCCC3)CC3CCCC32)C1,ok,true,ok,420,true,false,421,
585,FXIA-GEN-026889,0054,reinvent_denovo,-7.14025,0.9448632002,6.0022969246,5.6713495255,359.201,88.26,1.947,2.0,4.0,4.0,0.0,2.377,0.0,0.126,0.151,SILTXBIMIUUTJV-UHFFFAOYSA-N,COc1ccc(Br)cc1NS(=O)(=O)c1c[nH]ccc1=O,COc1ccc(Br)cc1NS(=O)(=O)c1c[nH]ccc1=O,COc1ccc(Br)cc1NS(=O)(=O)c1c[nH]ccc1=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0054_gnina_poses.sdf,COc1ccc(Br)cc1NS(=O)(=O)c1c[nH]ccc1=O,O=c1cc[nH]cc1S(=O)(=O)Nc1ccccc1,CC1CCCCC1C(C)(C)CC1CCCCC1,ok,true,ok,421,true,false,422,
587,FXIA-GEN-011013,0023,linkinvent,-8.18163,0.9447693229,6.7737393379,6.3996210098,435.883,120.16,3.716,3.0,6.0,9.0,0.0,3.627,0.0,0.149,0.371,IASRJGXUFFCUCN-UHFFFAOYSA-N,Nc1cc(CCCCC(N)C(=O)O)cc(OC2CC(c3cccc(Cl)c3F)=NO2)c1,Nc1cc(CCCCC(N)C(=O)O)cc(OC2CC(c3cccc(Cl)c3F)=NO2)c1,Nc1cc(CCCCC(N)C(=O)O)cc(OC2CC(c3cccc(Cl)c3F)=NO2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0023_gnina_poses.sdf,Nc1cc(CCCCC(N)C(=O)O)cc(OC2CC(c3cccc(Cl)c3F)=NO2)c1,c1ccc(OC2CC(c3ccccc3)=NO2)cc1,C1CCC(CC2CCC(C3CCCCC3)C2)CC1,ok,true,ok,422,true,false,423,
588,FXIA-GEN-026869,0054,reinvent_denovo,-7.89549,0.9447668195,6.5021209717,6.142988205,423.425,119.76,2.797,2.0,7.0,8.0,0.0,2.61,0.0,0.147,0.168,SIDVMDQVYHABLB-UHFFFAOYSA-N,COc1ccc(C(=O)OC(C)C(=O)Nc2ccccc2C(=O)NCc2ccco2)cn1,COc1ccc(C(=O)OC(C)C(=O)Nc2ccccc2C(=O)NCc2ccco2)cn1,COc1ccc(C(=O)OC(C)C(=O)Nc2ccccc2C(=O)NCc2ccco2)cn1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0054_gnina_poses.sdf,COc1ccc(C(=O)OC(C)C(=O)Nc2ccccc2C(=O)NCc2ccco2)cn1,O=C(COC(=O)c1cccnc1)Nc1ccccc1C(=O)NCc1ccco1,CC(CCC(C)C1CCCCC1)CC1CCCCC1C(C)CCC1CCCC1,ok,true,ok,423,true,false,424,
590,FXIA-GEN-012415,0025,reinvent_denovo,-8.77318,0.9446962476,6.2328104973,5.888112545,359.451,78.51,1.867,2.0,4.0,5.0,0.0,2.309,0.0,0.132,0.174,IXWDBFBGWBNTII-UHFFFAOYSA-N,CN(c1ccc(CC(=O)Nc2ccc3c(c2)CNC3)cc1)S(C)(=O)=O,CN(c1ccc(CC(=O)Nc2ccc3c(c2)CNC3)cc1)S(C)(=O)=O,CN(c1ccc(CC(=O)Nc2ccc3c(c2)CNC3)cc1)S(C)(=O)=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0025_gnina_poses.sdf,CN(c1ccc(CC(=O)Nc2ccc3c(c2)CNC3)cc1)S(C)(=O)=O,O=C(Cc1ccccc1)Nc1ccc2c(c1)CNC2,CC(CC1CCCCC1)CC1CCC2CCCC2C1,ok,true,ok,424,true,false,425,
592,FXIA-GEN-030503,0062,reinvent_denovo,-8.23656,0.9446395636,6.4425048828,6.0858449936,374.245,64.63,3.956,1.0,4.0,3.0,0.0,2.227,0.0,0.131,0.155,VKBRVGNSBSJBMO-UHFFFAOYSA-N,O=S(=O)(Nc1cccc2c1OCCCO2)c1cc(Cl)ccc1Cl,O=S(=O)(Nc1cccc2c1OCCCO2)c1cc(Cl)ccc1Cl,O=S(=O)(Nc1cccc2c1OCCCO2)c1cc(Cl)ccc1Cl,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0062_gnina_poses.sdf,O=S(=O)(Nc1cccc2c1OCCCO2)c1cc(Cl)ccc1Cl,O=S(=O)(Nc1cccc2c1OCCCO2)c1ccccc1,CC(C)(CC1CCCC2CCCCCC21)C1CCCCC1,ok,true,ok,425,true,false,426,
593,FXIA-GEN-023191,0047,reinvent_denovo,-6.81113,0.9445345998,5.7847533226,5.4638996124,356.201,81.18,2.73,1.0,6.0,4.0,0.0,2.185,0.0,0.123,0.168,PZLYFOANJUIYBH-UHFFFAOYSA-N,CCOC(=O)c1csc(NC(=O)c2cncc(Br)c2)n1,CCOC(=O)c1csc(NC(=O)c2cncc(Br)c2)n1,CCOC(=O)c1csc(NC(=O)c2cncc(Br)c2)n1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0047_gnina_poses.sdf,CCOC(=O)c1csc(NC(=O)c2cncc(Br)c2)n1,O=C(Nc1nccs1)c1cccnc1,CC(CC1CCCC1)C1CCCCC1,ok,true,ok,426,true,false,427,
594,FXIA-GEN-016376,0033,reinvent_denovo,-7.59355,0.9445156455,6.4889969826,6.1289591789,409.229,113.7,2.711,2.0,5.0,7.0,0.0,2.152,0.0,0.138,0.162,LNVXYYWGACIBSC-UHFFFAOYSA-N,O=C(Cc1ccc(Cl)cc1)NCC(=O)NN=Cc1ccc(Cl)c([N+](=O)[O-])c1,O=C(Cc1ccc(Cl)cc1)NCC(=O)NN=Cc1ccc(Cl)c([N+](=O)[O-])c1,O=C(Cc1ccc(Cl)cc1)NCC(=O)NN=Cc1ccc(Cl)c([N+](=O)[O-])c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0033_gnina_poses.sdf,O=C(Cc1ccc(Cl)cc1)NCC(=O)NN=Cc1ccc(Cl)c([N+](=O)[O-])c1,O=C(Cc1ccccc1)NCC(=O)NN=Cc1ccccc1,CC(CCCC1CCCCC1)CCC(C)CC1CCCCC1,ok,true,ok,427,true,false,428,
595,FXIA-GEN-035835,0072,reinvent_denovo,-6.23928,0.9444574714,6.1130280495,5.7734951973,384.498,101.57,1.82,2.0,5.0,10.0,0.0,2.227,0.0,0.14,0.14,YUIFXFAZWONEBL-UHFFFAOYSA-N,CCC(CC)NC(=O)COC(=O)CCNS(=O)(=O)c1ccc(C)cc1C,CCC(CC)NC(=O)COC(=O)CCNS(=O)(=O)c1ccc(C)cc1C,CCC(CC)NC(=O)COC(=O)CCNS(=O)(=O)c1ccc(C)cc1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0072_gnina_poses.sdf,CCC(CC)NC(=O)COC(=O)CCNS(=O)(=O)c1ccc(C)cc1C,c1ccccc1,C1CCCCC1,ok,true,ok,428,true,false,429,
596,FXIA-GEN-037223,0075,linkinvent,-8.35652,0.9443500638,6.9407892227,6.5545349121,381.461,89.77,2.873,1.0,6.0,5.0,0.0,2.54,0.0,0.113,0.253,ZRZKTYTUMVUFRD-UHFFFAOYSA-N,O=C(CCc1ccccc1)Nc1sc2c(c1C(=O)n1cnnn1)CCCC2,O=C(CCc1ccccc1)Nc1sc2c(c1C(=O)n1cnnn1)CCCC2,O=C(CCc1ccccc1)Nc1sc2c(c1C(=O)n1cnnn1)CCCC2,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0075_gnina_poses.sdf,O=C(CCc1ccccc1)Nc1sc2c(c1C(=O)n1cnnn1)CCCC2,O=C(CCc1ccccc1)Nc1sc2c(c1C(=O)n1cnnn1)CCCC2,CC(CCC1CCCCC1)CC1CC2CCCCC2C1C(C)C1CCCC1,ok,true,ok,429,true,false,430,
597,FXIA-GEN-010669,0022,reinvent_denovo,-8.22428,0.9443483949,7.0252928734,6.6343240738,425.535,84.08,4.856,2.0,6.0,7.0,0.0,2.763,0.0,0.144,0.176,HUMYRRJJVKBSFT-UHFFFAOYSA-N,CC(OC(=O)CCc1c[nH]c2ccccc12)C(=O)Nc1nc(-c2cccs2)cs1,CC(OC(=O)CCc1c[nH]c2ccccc12)C(=O)Nc1nc(-c2cccs2)cs1,CC(OC(=O)CCc1c[nH]c2ccccc12)C(=O)Nc1nc(-c2cccs2)cs1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0022_gnina_poses.sdf,CC(OC(=O)CCc1c[nH]c2ccccc12)C(=O)Nc1nc(-c2cccs2)cs1,O=C(COC(=O)CCc1c[nH]c2ccccc12)Nc1nc(-c2cccs2)cs1,CC(CCC(C)CC1CCC(C2CCCC2)C1)CCC1CCC2CCCCC21,ok,true,ok,430,true,false,431,
598,FXIA-GEN-004981,0010,linkinvent,-8.84423,0.9443435073,6.9259262085,6.540453434,423.37,81.07,3.884,2.0,4.0,6.0,0.0,2.51,0.0,0.211,0.27,DFRIIUPKBKGBEA-UHFFFAOYSA-N,Cn1nncc1-c1ccc(NC(=O)NCCc2ccc(F)cc2)c(OC(F)(F)F)c1,Cn1nncc1-c1ccc(NC(=O)NCCc2ccc(F)cc2)c(OC(F)(F)F)c1,Cn1nncc1-c1ccc(NC(=O)NCCc2ccc(F)cc2)c(OC(F)(F)F)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0010_gnina_poses.sdf,Cn1nncc1-c1ccc(NC(=O)NCCc2ccc(F)cc2)c(OC(F)(F)F)c1,O=C(NCCc1ccccc1)Nc1ccc(-c2cnn[nH]2)cc1,CC(CCCC1CCCCC1)CC1CCC(C2CCCC2)CC1,ok,true,ok,431,true,false,432,
599,FXIA-GEN-016489,0033,reinvent_denovo,-7.54891,0.9443173409,6.0630507469,5.72544384,370.449,76.66,3.178,2.0,4.0,7.0,0.0,1.975,0.0,0.132,0.167,LPUILEHFLILARY-UHFFFAOYSA-N,Cc1ccc(OCC(=O)NNC(=O)c2ccccc2OCC(C)C)cc1C,Cc1ccc(OCC(=O)NNC(=O)c2ccccc2OCC(C)C)cc1C,Cc1ccc(OCC(=O)NNC(=O)c2ccccc2OCC(C)C)cc1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0033_gnina_poses.sdf,Cc1ccc(OCC(=O)NNC(=O)c2ccccc2OCC(C)C)cc1C,O=C(COc1ccccc1)NNC(=O)c1ccccc1,CC(CCC1CCCCC1)CCC(C)C1CCCCC1,ok,true,ok,432,true,false,433,
600,FXIA-GEN-032068,0065,reinvent_denovo,-8.81583,0.9442413449,6.1404681206,5.7980837822,353.809,84.22,3.961,3.0,3.0,2.0,0.0,2.012,0.0,0.167,0.184,WJXKUZOYMCGJJY-UHFFFAOYSA-N,Cc1ccc(Cl)cc1NC(=O)C(=O)Nc1cc2ccccc2cc1N,Cc1ccc(Cl)cc1NC(=O)C(=O)Nc1cc2ccccc2cc1N,Cc1ccc(Cl)cc1NC(=O)C(=O)Nc1cc2ccccc2cc1N,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0065_gnina_poses.sdf,Cc1ccc(Cl)cc1NC(=O)C(=O)Nc1cc2ccccc2cc1N,O=C(Nc1ccccc1)C(=O)Nc1ccc2ccccc2c1,CC(CC1CCCCC1)C(C)CC1CCC2CCCCC2C1,ok,true,ok,433,true,false,434,
601,FXIA-GEN-007408,0015,reinvent_denovo,-7.18939,0.94420892,5.7628569603,5.4413409233,351.447,88.69,3.509,3.0,4.0,6.0,0.0,2.583,0.0,0.144,0.175,FTUCNZUISWTVAP-UHFFFAOYSA-N,CC(CNC(=O)Nc1ccccc1OC(C)C)NC(=O)OC(C)(C)C,CC(CNC(=O)Nc1ccccc1OC(C)C)NC(=O)OC(C)(C)C,CC(CNC(=O)Nc1ccccc1OC(C)C)NC(=O)OC(C)(C)C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0015_gnina_poses.sdf,CC(CNC(=O)Nc1ccccc1OC(C)C)NC(=O)OC(C)(C)C,c1ccccc1,C1CCCCC1,ok,true,ok,434,true,false,435,
602,FXIA-GEN-012886,0026,reinvent_denovo,-10.27759,0.9441611171,6.7612957954,6.3837528229,411.421,116.16,3.621,2.0,7.0,5.0,0.0,2.616,0.0,0.112,0.162,JGFAXZVGSFRWRW-UHFFFAOYSA-N,NNC(=O)c1cnc2nonc2c1-c1cccc(OCc2ccc3ccccc3c2)c1,NNC(=O)c1cnc2nonc2c1-c1cccc(OCc2ccc3ccccc3c2)c1,NNC(=O)c1cnc2nonc2c1-c1cccc(OCc2ccc3ccccc3c2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0026_gnina_poses.sdf,NNC(=O)c1cnc2nonc2c1-c1cccc(OCc2ccc3ccccc3c2)c1,c1cc(OCc2ccc3ccccc3c2)cc(-c2ccnc3nonc23)c1,C1CCC2CC(CCC3CCCC(C4CCCC5CCCC54)C3)CCC2C1,ok,true,ok,435,true,false,436,
603,FXIA-GEN-025338,0051,reinvent_denovo,-9.32878,0.9441406727,7.6608858109,7.2329540253,477.542,94.85,4.956,2.0,7.0,6.0,0.0,2.32,0.0,0.168,0.19,RIVJCVWTLIRFEX-UHFFFAOYSA-N,COc1cc(OC)c(C(=O)NC(=S)Nc2cccc(-c3nc4cc(C)ccc4o3)c2)cc1OC,COc1cc(OC)c(C(=O)NC(=S)Nc2cccc(-c3nc4cc(C)ccc4o3)c2)cc1OC,COc1cc(OC)c(C(=O)NC(=S)Nc2cccc(-c3nc4cc(C)ccc4o3)c2)cc1OC,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0051_gnina_poses.sdf,COc1cc(OC)c(C(=O)NC(=S)Nc2cccc(-c3nc4cc(C)ccc4o3)c2)cc1OC,O=C(NC(=S)Nc1cccc(-c2nc3ccccc3o2)c1)c1ccccc1,CC(CC1CCCC(C2CC3CCCCC3C2)C1)CC(C)C1CCCCC1,ok,true,ok,436,true,false,437,
604,FXIA-GEN-014152,0029,reinvent_denovo,-7.82181,0.9441251755,6.7817029953,6.4027767181,380.47,113.18,3.483,3.0,5.0,4.0,0.0,2.397,0.0,0.121,0.258,KCJKKZXCOQEOFO-UHFFFAOYSA-N,Cc1ccc(NC(=O)OC(C)(C)C)c(NS(=O)(=O)c2c(C)n[nH]c2C)c1,Cc1ccc(NC(=O)OC(C)(C)C)c(NS(=O)(=O)c2c(C)n[nH]c2C)c1,Cc1ccc(NC(=O)OC(C)(C)C)c(NS(=O)(=O)c2c(C)n[nH]c2C)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0029_gnina_poses.sdf,Cc1ccc(NC(=O)OC(C)(C)C)c(NS(=O)(=O)c2c(C)n[nH]c2C)c1,O=S(=O)(Nc1ccccc1)c1cn[nH]c1,CC(C)(CC1CCCCC1)C1CCCC1,ok,true,ok,437,true,false,438,
605,FXIA-GEN-002545,0006,reinvent_denovo,-8.32323,0.9440991282,6.9523878098,6.5637431145,480.586,92.78,4.106,1.0,5.0,8.0,0.0,2.723,0.0,0.171,0.247,BREQWNBARTXEOO-UHFFFAOYSA-N,COC(=O)c1cccc(NC(=O)C(Cc2ccccc2)N(c2ccc(C)c(C)c2)S(C)(=O)=O)c1,COC(=O)c1cccc(NC(=O)C(Cc2ccccc2)N(c2ccc(C)c(C)c2)S(C)(=O)=O)c1,COC(=O)c1cccc(NC(=O)C(Cc2ccccc2)N(c2ccc(C)c(C)c2)S(C)(=O)=O)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0006_gnina_poses.sdf,COC(=O)c1cccc(NC(=O)C(Cc2ccccc2)N(c2ccc(C)c(C)c2)S(C)(=O)=O)c1,O=C(Nc1ccccc1)C(Cc1ccccc1)Nc1ccccc1,CC(CC1CCCCC1)C(CC1CCCCC1)CC1CCCCC1,ok,true,ok,438,true,false,439,
606,FXIA-GEN-037548,0076,reinvent_denovo,-7.22703,0.9440957308,6.3451533318,5.9904322624,354.208,95.92,1.805,1.0,6.0,5.0,0.0,2.758,0.0,0.14,0.167,ZXMKKVUJAQBCNZ-UHFFFAOYSA-N,CCOC(=O)c1nnn(Cc2ccnc(N)c2Br)c1CC,CCOC(=O)c1nnn(Cc2ccnc(N)c2Br)c1CC,CCOC(=O)c1nnn(Cc2ccnc(N)c2Br)c1CC,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0076_gnina_poses.sdf,CCOC(=O)c1nnn(Cc2ccnc(N)c2Br)c1CC,c1cc(Cn2ccnn2)ccn1,C1CCC(CC2CCCC2)CC1,ok,true,ok,439,true,false,440,
607,FXIA-GEN-022846,0046,reinvent_denovo,-9.77848,0.9440827966,6.7251381874,6.3490872383,398.463,83.98,4.039,2.0,5.0,5.0,0.0,2.383,0.0,0.101,0.165,PTMOMSCTJAAGIT-UHFFFAOYSA-N,O=S(=O)(Nc1ccc(Nc2cccc3c2CCCC3)nn1)c1ccccc1F,O=S(=O)(Nc1ccc(Nc2cccc3c2CCCC3)nn1)c1ccccc1F,O=S(=O)(Nc1ccc(Nc2cccc3c2CCCC3)nn1)c1ccccc1F,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0046_gnina_poses.sdf,O=S(=O)(Nc1ccc(Nc2cccc3c2CCCC3)nn1)c1ccccc1F,O=S(=O)(Nc1ccc(Nc2cccc3c2CCCC3)nn1)c1ccccc1,CC(C)(CC1CCC(CC2CCCC3CCCCC32)CC1)C1CCCCC1,ok,true,ok,440,true,false,441,
608,FXIA-GEN-004493,0009,reinvent_denovo,-8.60571,0.9440780282,6.860765934,6.477098465,452.551,96.89,3.207,3.0,5.0,8.0,0.0,3.398,0.0,0.121,0.173,CXGXPGXGEPPTRW-UHFFFAOYSA-N,COCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NCC1CCCC(O)C1,COCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NCC1CCCC(O)C1,COCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NCC1CCCC(O)C1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0009_gnina_poses.sdf,COCC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)NCC1CCCC(O)C1,O=C(CNC(=O)OCC1c2ccccc2-c2ccccc21)NCC1CCCCC1,CC(CCC(C)CCC1C2CCCCC2C2CCCCC21)CCC1CCCCC1,ok,true,ok,441,true,false,442,
609,FXIA-GEN-015238,0031,reinvent_denovo,-10.01475,0.9440569878,6.9739880562,6.5838422775,376.416,69.48,2.669,0.0,5.0,2.0,0.0,2.62,0.0,0.098,0.172,KUPXHTZTMIZAAC-UHFFFAOYSA-N,Cn1c(C2=CCN(C(=O)c3ccc4c(c3)OCCO4)CC2)nc2cccnc21,Cn1c(C2=CCN(C(=O)c3ccc4c(c3)OCCO4)CC2)nc2cccnc21,Cn1c(C2=CCN(C(=O)c3ccc4c(c3)OCCO4)CC2)nc2cccnc21,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0031_gnina_poses.sdf,Cn1c(C2=CCN(C(=O)c3ccc4c(c3)OCCO4)CC2)nc2cccnc21,O=C(c1ccc2c(c1)OCCO2)N1CC=C(c2nc3cccnc3[nH]2)CC1,CC(C1CCC(C2CC3CCCCC3C2)CC1)C1CCC2CCCCC2C1,ok,true,ok,442,true,false,443,
610,FXIA-GEN-022994,0046,reinvent_denovo,-8.09211,0.944039762,6.1059393883,5.7642498016,367.449,87.3,2.14,3.0,3.0,6.0,0.0,2.325,0.0,0.112,0.183,PWFWJNJQEXJBAW-UHFFFAOYSA-N,Cc1cccc(C(=O)NNC(=O)C(NC(=O)Cc2ccccc2)C(C)C)c1,Cc1cccc(C(=O)NNC(=O)C(NC(=O)Cc2ccccc2)C(C)C)c1,Cc1cccc(C(=O)NNC(=O)C(NC(=O)Cc2ccccc2)C(C)C)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0046_gnina_poses.sdf,Cc1cccc(C(=O)NNC(=O)C(NC(=O)Cc2ccccc2)C(C)C)c1,O=C(Cc1ccccc1)NCC(=O)NNC(=O)c1ccccc1,CC(CCC(C)CC1CCCCC1)CCC(C)C1CCCCC1,ok,true,ok,443,true,false,444,
611,FXIA-GEN-037062,0075,reinvent_denovo,-9.20496,0.9439506531,7.0933589935,6.6957807541,466.534,105.17,3.947,2.0,5.0,7.0,0.0,3.683,0.0,0.128,0.169,ZOXQWOUMSVMYSS-UHFFFAOYSA-N,CCC(C)C(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)N1CCCC(C(=O)O)O1,CCC(C)C(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)N1CCCC(C(=O)O)O1,CCC(C)C(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)N1CCCC(C(=O)O)O1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0075_gnina_poses.sdf,CCC(C)C(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)N1CCCC(C(=O)O)O1,O=C(NCC(=O)N1CCCCO1)OCC1c2ccccc2-c2ccccc21,CC(CCC(C)C1CCCCC1)CCC1C2CCCCC2C2CCCCC21,ok,true,ok,444,true,false,445,
613,FXIA-GEN-030004,0061,reinvent_denovo,-8.63026,0.9438726902,6.439391613,6.0779657364,427.928,75.63,4.233,2.0,4.0,8.0,0.0,3.76,0.0,0.11,0.189,VBMNNZSQICVWSL-UHFFFAOYSA-N,O=CC1CCC(Cl)=CC1C(O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,O=CC1CCC(Cl)=CC1C(O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,O=CC1CCC(Cl)=CC1C(O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0061_gnina_poses.sdf,O=CC1CCC(Cl)=CC1C(O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,O=C(NC(Cc1ccccc1)CC1C=CCCC1)OCc1ccccc1,CC(CCC1CCCCC1)CC(CC1CCCCC1)CC1CCCCC1,ok,true,ok,445,true,false,446,
614,FXIA-GEN-007328,0015,reinvent_denovo,-7.45419,0.9438149333,5.5376844406,5.2265491486,358.188,76.07,1.773,1.0,4.0,4.0,0.0,2.71,0.0,0.13,0.162,FSLGXPNGYPCBPB-UHFFFAOYSA-N,COc1ccc(Br)c(C(=O)N2CCOCC2CC(=O)O)c1,COc1ccc(Br)c(C(=O)N2CCOCC2CC(=O)O)c1,COc1ccc(Br)c(C(=O)N2CCOCC2CC(=O)O)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0015_gnina_poses.sdf,COc1ccc(Br)c(C(=O)N2CCOCC2CC(=O)O)c1,O=C(c1ccccc1)N1CCOCC1,CC(C1CCCCC1)C1CCCCC1,ok,true,ok,446,true,false,447,
616,FXIA-GEN-034504,0070,reinvent_denovo,-7.80277,0.9437431097,7.3149037361,6.9033899307,450.532,70.12,3.318,0.0,8.0,8.0,0.0,2.98,0.0,0.149,0.169,XYPUFHMGYLSIAG-UHFFFAOYSA-N,COc1cc(OC)c(C(=O)c2nc(C3CCN(CC4(F)COC4)CC3)cs2)cc1OC,COc1cc(OC)c(C(=O)c2nc(C3CCN(CC4(F)COC4)CC3)cs2)cc1OC,COc1cc(OC)c(C(=O)c2nc(C3CCN(CC4(F)COC4)CC3)cs2)cc1OC,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0070_gnina_poses.sdf,COc1cc(OC)c(C(=O)c2nc(C3CCN(CC4(F)COC4)CC3)cs2)cc1OC,O=C(c1ccccc1)c1nc(C2CCN(CC3COC3)CC2)cs1,CC(C1CCCCC1)C1CCC(C2CCC(CC3CCC3)CC2)C1,ok,true,ok,447,true,false,448,
