candidate_id,smiles,docking_rank,source_models,cnn_score,cnn_affinity,minimized_affinity_kcal_mol,mw,tpsa,clogp,hbd,hba,rotatable_bonds,formal_charge,sa_score,lipinski_rule_of_five_violations,max_clinical_similarity,max_patent_proxy_similarity,murcko_scaffold,generic_murcko_scaffold,ecfp_cluster_id,pose_qc_pass,pose_qc_flags,parent_inchi_key,parent_smiles,pose_sdf
FXIA-GEN-033317,NC(=O)Nc1cn(CC(=O)NCC2CC2c2ccc(F)cc2)c2ccccc12,553,reinvent_denovo,0.9460835457,6.6357798576,-8.85887,380.423,89.15,3.191,3.0,2.0,6.0,0.0,3.08,0.0,0.155,0.176,O=C(Cn1ccc2ccccc21)NCC1CC1c1ccccc1,CC(CCC1CC1C1CCCCC1)CC1CCC2CCCCC21,395,true,ok,XEKZSBDSPHMRFC-UHFFFAOYSA-N,NC(=O)Nc1cn(CC(=O)NCC2CC2c2ccc(F)cc2)c2ccccc12,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0067_gnina_poses.sdf
FXIA-GEN-007634,O=C(OCc1ccccc1)S(=O)(=O)c1sc2ccccc2c1Cl,554,reinvent_denovo,0.946053803,6.1161828041,-7.83921,366.847,60.44,4.665,0.0,5.0,3.0,0.0,2.486,0.0,0.096,0.167,O=C(OCc1ccccc1)S(=O)(=O)c1cc2ccccc2s1,CC(CCC1CCCCC1)C(C)(C)C1CC2CCCCC2C1,396,true,ok,FXICEYSOYVYNCM-UHFFFAOYSA-N,O=C(OCc1ccccc1)S(=O)(=O)c1sc2ccccc2c1Cl,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0016_gnina_poses.sdf
FXIA-GEN-017129,CCOC(=O)c1[nH]c2ccccc2c1C(=O)C(=O)Nc1ccc2c(c1)CCC2,555,reinvent_denovo,0.9460527301,6.0136575699,-7.87458,376.412,88.26,3.655,2.0,4.0,5.0,0.0,2.323,0.0,0.155,0.25,O=C(Nc1ccc2c(c1)CCC2)C(=O)c1c[nH]c2ccccc12,CC(CC1CCC2CCCC2C1)C(C)C1CCC2CCCCC21,397,true,ok,MAKOKKALXQMWSZ-UHFFFAOYSA-N,CCOC(=O)c1[nH]c2ccccc2c1C(=O)C(=O)Nc1ccc2c(c1)CCC2,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0035_gnina_poses.sdf
FXIA-GEN-006830,COc1ccccc1CC(=O)NCC(=O)OCC(=O)N(C)Cc1ccc(SC)cc1,557,reinvent_denovo,0.9459626079,6.6235918999,-7.43519,430.526,84.94,2.278,1.0,6.0,10.0,0.0,2.182,0.0,0.153,0.153,O=C(COC(=O)CNC(=O)Cc1ccccc1)NCc1ccccc1,CC(CCC(C)CCC1CCCCC1)CCC(C)CC1CCCCC1,398,true,ok,FKCGREPRUCXADD-UHFFFAOYSA-N,COc1ccccc1CC(=O)NCC(=O)OCC(=O)N(C)Cc1ccc(SC)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0014_gnina_poses.sdf
FXIA-GEN-019931,COc1cccc(CCNC(=O)CN2C(=O)COc3ccc(Cl)cc32)c1,558,reinvent_denovo,0.9459107518,6.6312146187,-8.24841,374.824,67.87,2.433,1.0,4.0,6.0,0.0,2.069,0.0,0.213,0.213,O=C(CN1C(=O)COc2ccccc21)NCCc1ccccc1,CC(CCCC1CCCCC1)CC1C(C)CCC2CCCCC21,399,true,ok,NUHGLCWDRYMIEV-UHFFFAOYSA-N,COc1cccc(CCNC(=O)CN2C(=O)COc3ccc(Cl)cc32)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0040_gnina_poses.sdf
FXIA-GEN-016762,COc1ccc(Br)cc1C=NNC(=O)Nc1ccc(N(C)C)cc1,559,reinvent_denovo,0.9458545446,6.0812077522,-7.9836,391.269,65.96,3.679,2.0,4.0,5.0,0.0,2.107,0.0,0.163,0.163,O=C(NN=Cc1ccccc1)Nc1ccccc1,CC(CCCC1CCCCC1)CC1CCCCC1,400,true,ok,LUEKWCGUEGJINQ-UHFFFAOYSA-N,COc1ccc(Br)cc1C=NNC(=O)Nc1ccc(N(C)C)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0034_gnina_poses.sdf
FXIA-GEN-036489,Cn1nncc1-c1ccc2c(c1)OC(=O)C(=Cc1cnn(C)c1-c1ccc(F)cc1)C2=O,561,linkinvent,0.9457137585,6.909409523,-10.11295,429.411,91.9,3.207,0.0,6.0,3.0,0.0,2.986,0.0,0.168,0.255,O=C1Oc2cc(-c3cnn[nH]3)ccc2C(=O)C1=Cc1cn[nH]c1-c1ccccc1,CC1CC2CC(C3CCCC3)CCC2C(C)C1CC1CCCC1C1CCCCC1,401,true,ok,ZFDVMCCLMHZTEC-UHFFFAOYSA-N,Cn1nncc1-c1ccc2c(c1)OC(=O)C(=Cc1cnn(C)c1-c1ccc(F)cc1)C2=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0073_gnina_poses.sdf
FXIA-GEN-024400,CCc1ccccc1OCC(=O)NNC(=O)c1ccc(OC)c(S(=O)(=O)N(CC)CC)c1,562,reinvent_denovo,0.9456161261,6.9283499718,-7.834,463.556,114.04,2.128,2.0,6.0,10.0,0.0,2.228,0.0,0.145,0.168,O=C(COc1ccccc1)NNC(=O)c1ccccc1,CC(CCC1CCCCC1)CCC(C)C1CCCCC1,402,true,ok,QTPBVGULIHTZJR-UHFFFAOYSA-N,CCc1ccccc1OCC(=O)NNC(=O)c1ccc(OC)c(S(=O)(=O)N(CC)CC)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0049_gnina_poses.sdf
FXIA-GEN-001217,Cc1ccc(S(=O)(=O)Nc2cc(C=CC=O)ccc2[N+](=O)[O-])s1,563,reinvent_denovo,0.9456048608,6.3334712982,-7.80172,352.393,106.38,2.978,1.0,6.0,6.0,0.0,2.655,0.0,0.071,0.108,O=S(=O)(Nc1ccccc1)c1cccs1,CC(C)(CC1CCCCC1)C1CCCC1,403,true,ok,AUOCPOZTVHJLEN-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)Nc2cc(C=CC=O)ccc2[N+](=O)[O-])s1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0003_gnina_poses.sdf
FXIA-GEN-031370,CC(c1ccc(F)cc1)n1ccnc(NC(=O)c2cc(-c3cnnn3C)ccc2F)c1=O,565,linkinvent,0.9454900622,7.1815218925,-9.67052,436.422,94.7,3.179,1.0,5.0,5.0,0.0,3.16,0.0,0.195,0.238,O=C(Nc1nccn(Cc2ccccc2)c1=O)c1cccc(-c2cnn[nH]2)c1,CC(CC1CCCC(CC2CCCCC2)C1C)C1CCCC(C2CCCC2)C1,404,true,ok,VYNUQYVKYLPKQN-UHFFFAOYSA-N,CC(c1ccc(F)cc1)n1ccnc(NC(=O)c2cc(-c3cnnn3C)ccc2F)c1=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0063_gnina_poses.sdf
FXIA-GEN-028806,CS(=O)(=O)n1cc(-c2c(F)cccc2NC(=O)c2cc(F)cc(F)c2)cn1,566,reinvent_denovo,0.9454892874,6.8388609886,-8.38821,395.362,81.06,3.027,1.0,4.0,4.0,0.0,2.611,0.0,0.16,0.218,O=C(Nc1ccccc1-c1cn[nH]c1)c1ccccc1,CC(CC1CCCCC1C1CCCC1)C1CCCCC1,405,true,ok,UHSWHQLSHMICDQ-UHFFFAOYSA-N,CS(=O)(=O)n1cc(-c2c(F)cccc2NC(=O)c2cc(F)cc(F)c2)cn1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0058_gnina_poses.sdf
FXIA-GEN-004839,CCOc1ccccc1NC(=O)COC(=O)CN1C(=O)c2ccccc2C1=O,567,reinvent_denovo,0.9454728961,6.0762400627,-7.98339,382.372,102.01,1.863,1.0,6.0,7.0,0.0,1.94,0.0,0.167,0.167,O=C(COC(=O)CN1C(=O)c2ccccc2C1=O)Nc1ccccc1,CC(CCC(C)CC1C(C)C2CCCCC2C1C)CC1CCCCC1,406,true,ok,DDJNIHLFECMWQR-UHFFFAOYSA-N,CCOc1ccccc1NC(=O)COC(=O)CN1C(=O)c2ccccc2C1=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0010_gnina_poses.sdf
FXIA-GEN-033117,COc1cc(Cl)ccc1NC(=O)CCn1cnc(C)c(Cl)c1=O,568,reinvent_denovo,0.9454222918,6.3158736229,-7.69055,356.209,73.22,2.896,1.0,4.0,5.0,0.0,2.216,0.0,0.253,0.267,O=C(CCn1cnccc1=O)Nc1ccccc1,CC(CCC1CCCCC1C)CC1CCCCC1,407,true,ok,XBDQMXXMEKKUOK-UHFFFAOYSA-N,COc1cc(Cl)ccc1NC(=O)CCn1cnc(C)c(Cl)c1=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0067_gnina_poses.sdf
FXIA-GEN-025845,Cc1ccc(S(=O)(=O)NC(C(=O)NCCNC(=O)c2c(F)cccc2F)C(C)C)cc1,569,reinvent_denovo,0.9453694224,6.899064064,-8.73989,453.511,104.37,2.122,3.0,4.0,9.0,0.0,2.631,0.0,0.163,0.168,O=C(CNS(=O)(=O)c1ccccc1)NCCNC(=O)c1ccccc1,CC(CCCCC(C)C1CCCCC1)CCC(C)(C)C1CCCCC1,408,true,ok,RSBYHPOSTANCPT-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NC(C(=O)NCCNC(=O)c2c(F)cccc2F)C(C)C)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0052_gnina_poses.sdf
FXIA-GEN-032154,CCOc1cccc(C=NNC(=O)Cn2c(C(F)(F)F)nc3ccccc32)c1OCC,570,reinvent_denovo,0.9453005791,6.7608942986,-7.42876,434.418,77.74,4.003,1.0,5.0,8.0,0.0,2.463,0.0,0.157,0.157,O=C(Cn1cnc2ccccc21)NN=Cc1ccccc1,CC(CCCC1CCCCC1)CC1CCC2CCCCC21,409,true,ok,WLDICCFJZPGBBG-UHFFFAOYSA-N,CCOc1cccc(C=NNC(=O)Cn2c(C(F)(F)F)nc3ccccc32)c1OCC,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0065_gnina_poses.sdf
FXIA-GEN-000835,O=C(O)C=CC(=O)C(Cc1cccc(Cl)c1)NC(=O)OCC1c2ccccc2-c2ccccc21,571,reinvent_denovo,0.9452947378,6.8925623894,-9.23645,475.928,92.7,5.0,2.0,4.0,8.0,0.0,2.934,0.0,0.153,0.231,O=C(NCCc1ccccc1)OCC1c2ccccc2-c2ccccc21,CC(CCCC1CCCCC1)CCC1C2CCCCC2C2CCCCC21,410,true,ok,ANTWNQNOWCLWLJ-UHFFFAOYSA-N,O=C(O)C=CC(=O)C(Cc1cccc(Cl)c1)NC(=O)OCC1c2ccccc2-c2ccccc21,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0002_gnina_poses.sdf
FXIA-GEN-005709,COc1cc([N+](=O)[O-])ccc1NC(=O)COC(=O)CCN1CCc2ccccc21,572,reinvent_denovo,0.9452736378,6.1736903191,-8.42413,399.403,111.01,2.538,1.0,7.0,8.0,0.0,2.186,0.0,0.165,0.172,O=C(COC(=O)CCN1CCc2ccccc21)Nc1ccccc1,CC(CCC(C)CC1CCCCC1)CCC1CCC2CCCCC21,411,true,ok,DRIJXNIVWBZYDJ-UHFFFAOYSA-N,COc1cc([N+](=O)[O-])ccc1NC(=O)COC(=O)CCN1CCc2ccccc21,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0012_gnina_poses.sdf
FXIA-GEN-036538,CCOC(=O)C1=C(OC)N=C2CC(c3ccc(O)c(OC)c3)CC(=O)C2C1c1ccc(F)cc1,573,reinvent_denovo,0.9451975822,6.9446339607,-8.91227,467.493,94.42,4.262,1.0,7.0,6.0,0.0,3.76,0.0,0.177,0.187,O=C1CC(c2ccccc2)CC2=NC=CC(c3ccccc3)C12,CC1CC(C2CCCCC2)CC2CCCC(C3CCCCC3)C12,412,true,ok,ZFWVACYNRWIGPR-UHFFFAOYSA-N,CCOC(=O)C1=C(OC)N=C2CC(c3ccc(O)c(OC)c3)CC(=O)C2C1c1ccc(F)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0074_gnina_poses.sdf
FXIA-GEN-007372,CC(C(O)c1ccc(C#N)cc1)N(C)S(=O)(=O)c1ccc2ncccc2c1,574,reinvent_denovo,0.9451963305,6.2729582787,-8.4011,381.457,94.29,2.849,1.0,5.0,5.0,0.0,3.072,0.0,0.087,0.139,O=S(=O)(NCCc1ccccc1)c1ccc2ncccc2c1,CC(C)(CCCC1CCCCC1)C1CCC2CCCCC2C1,413,true,ok,FTCUYIBTXTUKEQ-UHFFFAOYSA-N,CC(C(O)c1ccc(C#N)cc1)N(C)S(=O)(=O)c1ccc2ncccc2c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0015_gnina_poses.sdf
FXIA-GEN-022398,COc1cc(OC)c(C(=O)NCc2nccnc2-c2ncn[nH]2)cc1Cl,575,reinvent_denovo,0.9451443553,6.5656275749,-7.77239,374.788,114.91,1.862,2.0,7.0,6.0,0.0,2.681,0.0,0.168,0.172,O=C(NCc1nccnc1-c1ncn[nH]1)c1ccccc1,CC(CCC1CCCCC1C1CCCC1)C1CCCCC1,414,true,ok,PLVBEHWREJDWQR-UHFFFAOYSA-N,COc1cc(OC)c(C(=O)NCc2nccnc2-c2ncn[nH]2)cc1Cl,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0045_gnina_poses.sdf
FXIA-GEN-034505,N#Cc1ccccc1-c1ccc(C(=O)NCc2ccccc2OC(F)F)o1,576,reinvent_denovo,0.9451362491,6.1361236572,-8.49603,368.339,75.26,4.35,1.0,4.0,6.0,0.0,2.25,0.0,0.126,0.212,O=C(NCc1ccccc1)c1ccc(-c2ccccc2)o1,CC(CCC1CCCCC1)C1CCC(C2CCCCC2)C1,415,true,ok,XYQCDAFOQOXFRH-UHFFFAOYSA-N,N#Cc1ccccc1-c1ccc(C(=O)NCc2ccccc2OC(F)F)o1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0070_gnina_poses.sdf
FXIA-GEN-036942,COc1cccc(CC(=O)C(Cc2ccccc2)NC(=O)C(NC(C)=O)C2CCSCC2)c1,578,reinvent_denovo,0.9450730085,7.2864260674,-8.26672,468.619,84.5,3.182,2.0,5.0,10.0,0.0,3.224,0.0,0.139,0.19,O=C(CC1CCSCC1)NC(Cc1ccccc1)C(=O)Cc1ccccc1,CC(CC1CCCCC1)CC(CC1CCCCC1)C(C)CC1CCCCC1,416,true,ok,ZMXURXAVIBZDMP-UHFFFAOYSA-N,COc1cccc(CC(=O)C(Cc2ccccc2)NC(=O)C(NC(C)=O)C2CCSCC2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0074_gnina_poses.sdf
FXIA-GEN-031774,COc1cc(OC)c(NC(=O)c2nc(Cl)ccc2Br)cc1Cl,579,reinvent_denovo,0.9450290203,6.2764496803,-7.77037,406.063,60.45,4.42,1.0,4.0,4.0,0.0,2.202,0.0,0.184,0.242,O=C(Nc1ccccc1)c1ccccn1,CC(CC1CCCCC1)C1CCCCC1,417,true,ok,WFJJYBASIRXUCW-UHFFFAOYSA-N,COc1cc(OC)c(NC(=O)c2nc(Cl)ccc2Br)cc1Cl,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0064_gnina_poses.sdf
FXIA-GEN-026199,O=C(NCC(O)c1ccccc1Cl)c1ccccc1CN1C(=O)C2CC=CCC2C1=O,580,reinvent_denovo,0.9449908137,6.4038271904,-8.98175,438.911,86.71,3.255,2.0,4.0,6.0,0.0,3.336,0.0,0.136,0.168,O=C(NCCc1ccccc1)c1ccccc1CN1C(=O)C2CC=CCC2C1=O,CC(CCCC1CCCCC1)C1CCCCC1CC1C(C)C2CCCCC2C1C,418,true,ok,RXCWJNXSISLHKE-UHFFFAOYSA-N,O=C(NCC(O)c1ccccc1Cl)c1ccccc1CN1C(=O)C2CC=CCC2C1=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0053_gnina_poses.sdf
FXIA-GEN-022337,Nc1ccc(C(=O)Nc2cc(Br)ccc2Br)nc1,583,reinvent_denovo,0.9449080229,5.8420066833,-7.17108,371.032,68.01,3.441,2.0,3.0,2.0,0.0,2.118,0.0,0.122,0.17,O=C(Nc1ccccc1)c1ccccn1,CC(CC1CCCCC1)C1CCCCC1,419,true,ok,PKVJCYOFOHOMRM-UHFFFAOYSA-N,Nc1ccc(C(=O)Nc2cc(Br)ccc2Br)nc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0045_gnina_poses.sdf
FXIA-GEN-025437,CCn1c(CCNC(=O)c2cc(-c3cccnc3)nc3c2cnn3C(C)C)n[nH]c1=S,584,reinvent_denovo,0.9448983073,7.2207818031,-9.11084,436.545,106.31,3.321,2.0,6.0,7.0,0.0,2.71,0.0,0.138,0.149,O=C(NCCc1n[nH]c(=S)[nH]1)c1cc(-c2cccnc2)nc2[nH]ncc12,CC1CCC(CCCC(C)C2CC(C3CCCCC3)CC3CCCC32)C1,420,true,ok,RKVICWSPKCRUSZ-UHFFFAOYSA-N,CCn1c(CCNC(=O)c2cc(-c3cccnc3)nc3c2cnn3C(C)C)n[nH]c1=S,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0051_gnina_poses.sdf
FXIA-GEN-026889,COc1ccc(Br)cc1NS(=O)(=O)c1c[nH]ccc1=O,585,reinvent_denovo,0.9448632002,6.0022969246,-7.14025,359.201,88.26,1.947,2.0,4.0,4.0,0.0,2.377,0.0,0.126,0.151,O=c1cc[nH]cc1S(=O)(=O)Nc1ccccc1,CC1CCCCC1C(C)(C)CC1CCCCC1,421,true,ok,SILTXBIMIUUTJV-UHFFFAOYSA-N,COc1ccc(Br)cc1NS(=O)(=O)c1c[nH]ccc1=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0054_gnina_poses.sdf
FXIA-GEN-011013,Nc1cc(CCCCC(N)C(=O)O)cc(OC2CC(c3cccc(Cl)c3F)=NO2)c1,587,linkinvent,0.9447693229,6.7737393379,-8.18163,435.883,120.16,3.716,3.0,6.0,9.0,0.0,3.627,0.0,0.149,0.371,c1ccc(OC2CC(c3ccccc3)=NO2)cc1,C1CCC(CC2CCC(C3CCCCC3)C2)CC1,422,true,ok,IASRJGXUFFCUCN-UHFFFAOYSA-N,Nc1cc(CCCCC(N)C(=O)O)cc(OC2CC(c3cccc(Cl)c3F)=NO2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0023_gnina_poses.sdf
FXIA-GEN-026869,COc1ccc(C(=O)OC(C)C(=O)Nc2ccccc2C(=O)NCc2ccco2)cn1,588,reinvent_denovo,0.9447668195,6.5021209717,-7.89549,423.425,119.76,2.797,2.0,7.0,8.0,0.0,2.61,0.0,0.147,0.168,O=C(COC(=O)c1cccnc1)Nc1ccccc1C(=O)NCc1ccco1,CC(CCC(C)C1CCCCC1)CC1CCCCC1C(C)CCC1CCCC1,423,true,ok,SIDVMDQVYHABLB-UHFFFAOYSA-N,COc1ccc(C(=O)OC(C)C(=O)Nc2ccccc2C(=O)NCc2ccco2)cn1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0054_gnina_poses.sdf
FXIA-GEN-012415,CN(c1ccc(CC(=O)Nc2ccc3c(c2)CNC3)cc1)S(C)(=O)=O,590,reinvent_denovo,0.9446962476,6.2328104973,-8.77318,359.451,78.51,1.867,2.0,4.0,5.0,0.0,2.309,0.0,0.132,0.174,O=C(Cc1ccccc1)Nc1ccc2c(c1)CNC2,CC(CC1CCCCC1)CC1CCC2CCCC2C1,424,true,ok,IXWDBFBGWBNTII-UHFFFAOYSA-N,CN(c1ccc(CC(=O)Nc2ccc3c(c2)CNC3)cc1)S(C)(=O)=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0025_gnina_poses.sdf
FXIA-GEN-030503,O=S(=O)(Nc1cccc2c1OCCCO2)c1cc(Cl)ccc1Cl,592,reinvent_denovo,0.9446395636,6.4425048828,-8.23656,374.245,64.63,3.956,1.0,4.0,3.0,0.0,2.227,0.0,0.131,0.155,O=S(=O)(Nc1cccc2c1OCCCO2)c1ccccc1,CC(C)(CC1CCCC2CCCCCC21)C1CCCCC1,425,true,ok,VKBRVGNSBSJBMO-UHFFFAOYSA-N,O=S(=O)(Nc1cccc2c1OCCCO2)c1cc(Cl)ccc1Cl,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0062_gnina_poses.sdf
FXIA-GEN-023191,CCOC(=O)c1csc(NC(=O)c2cncc(Br)c2)n1,593,reinvent_denovo,0.9445345998,5.7847533226,-6.81113,356.201,81.18,2.73,1.0,6.0,4.0,0.0,2.185,0.0,0.123,0.168,O=C(Nc1nccs1)c1cccnc1,CC(CC1CCCC1)C1CCCCC1,426,true,ok,PZLYFOANJUIYBH-UHFFFAOYSA-N,CCOC(=O)c1csc(NC(=O)c2cncc(Br)c2)n1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0047_gnina_poses.sdf
FXIA-GEN-016376,O=C(Cc1ccc(Cl)cc1)NCC(=O)NN=Cc1ccc(Cl)c([N+](=O)[O-])c1,594,reinvent_denovo,0.9445156455,6.4889969826,-7.59355,409.229,113.7,2.711,2.0,5.0,7.0,0.0,2.152,0.0,0.138,0.162,O=C(Cc1ccccc1)NCC(=O)NN=Cc1ccccc1,CC(CCCC1CCCCC1)CCC(C)CC1CCCCC1,427,true,ok,LNVXYYWGACIBSC-UHFFFAOYSA-N,O=C(Cc1ccc(Cl)cc1)NCC(=O)NN=Cc1ccc(Cl)c([N+](=O)[O-])c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0033_gnina_poses.sdf
FXIA-GEN-035835,CCC(CC)NC(=O)COC(=O)CCNS(=O)(=O)c1ccc(C)cc1C,595,reinvent_denovo,0.9444574714,6.1130280495,-6.23928,384.498,101.57,1.82,2.0,5.0,10.0,0.0,2.227,0.0,0.14,0.14,c1ccccc1,C1CCCCC1,428,true,ok,YUIFXFAZWONEBL-UHFFFAOYSA-N,CCC(CC)NC(=O)COC(=O)CCNS(=O)(=O)c1ccc(C)cc1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0072_gnina_poses.sdf
FXIA-GEN-037223,O=C(CCc1ccccc1)Nc1sc2c(c1C(=O)n1cnnn1)CCCC2,596,linkinvent,0.9443500638,6.9407892227,-8.35652,381.461,89.77,2.873,1.0,6.0,5.0,0.0,2.54,0.0,0.113,0.253,O=C(CCc1ccccc1)Nc1sc2c(c1C(=O)n1cnnn1)CCCC2,CC(CCC1CCCCC1)CC1CC2CCCCC2C1C(C)C1CCCC1,429,true,ok,ZRZKTYTUMVUFRD-UHFFFAOYSA-N,O=C(CCc1ccccc1)Nc1sc2c(c1C(=O)n1cnnn1)CCCC2,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0075_gnina_poses.sdf
FXIA-GEN-010669,CC(OC(=O)CCc1c[nH]c2ccccc12)C(=O)Nc1nc(-c2cccs2)cs1,597,reinvent_denovo,0.9443483949,7.0252928734,-8.22428,425.535,84.08,4.856,2.0,6.0,7.0,0.0,2.763,0.0,0.144,0.176,O=C(COC(=O)CCc1c[nH]c2ccccc12)Nc1nc(-c2cccs2)cs1,CC(CCC(C)CC1CCC(C2CCCC2)C1)CCC1CCC2CCCCC21,430,true,ok,HUMYRRJJVKBSFT-UHFFFAOYSA-N,CC(OC(=O)CCc1c[nH]c2ccccc12)C(=O)Nc1nc(-c2cccs2)cs1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0022_gnina_poses.sdf
FXIA-GEN-004981,Cn1nncc1-c1ccc(NC(=O)NCCc2ccc(F)cc2)c(OC(F)(F)F)c1,598,linkinvent,0.9443435073,6.9259262085,-8.84423,423.37,81.07,3.884,2.0,4.0,6.0,0.0,2.51,0.0,0.211,0.27,O=C(NCCc1ccccc1)Nc1ccc(-c2cnn[nH]2)cc1,CC(CCCC1CCCCC1)CC1CCC(C2CCCC2)CC1,431,true,ok,DFRIIUPKBKGBEA-UHFFFAOYSA-N,Cn1nncc1-c1ccc(NC(=O)NCCc2ccc(F)cc2)c(OC(F)(F)F)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0010_gnina_poses.sdf
FXIA-GEN-016489,Cc1ccc(OCC(=O)NNC(=O)c2ccccc2OCC(C)C)cc1C,599,reinvent_denovo,0.9443173409,6.0630507469,-7.54891,370.449,76.66,3.178,2.0,4.0,7.0,0.0,1.975,0.0,0.132,0.167,O=C(COc1ccccc1)NNC(=O)c1ccccc1,CC(CCC1CCCCC1)CCC(C)C1CCCCC1,432,true,ok,LPUILEHFLILARY-UHFFFAOYSA-N,Cc1ccc(OCC(=O)NNC(=O)c2ccccc2OCC(C)C)cc1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0033_gnina_poses.sdf
FXIA-GEN-032068,Cc1ccc(Cl)cc1NC(=O)C(=O)Nc1cc2ccccc2cc1N,600,reinvent_denovo,0.9442413449,6.1404681206,-8.81583,353.809,84.22,3.961,3.0,3.0,2.0,0.0,2.012,0.0,0.167,0.184,O=C(Nc1ccccc1)C(=O)Nc1ccc2ccccc2c1,CC(CC1CCCCC1)C(C)CC1CCC2CCCCC2C1,433,true,ok,WJXKUZOYMCGJJY-UHFFFAOYSA-N,Cc1ccc(Cl)cc1NC(=O)C(=O)Nc1cc2ccccc2cc1N,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0065_gnina_poses.sdf
FXIA-GEN-007408,CC(CNC(=O)Nc1ccccc1OC(C)C)NC(=O)OC(C)(C)C,601,reinvent_denovo,0.94420892,5.7628569603,-7.18939,351.447,88.69,3.509,3.0,4.0,6.0,0.0,2.583,0.0,0.144,0.175,c1ccccc1,C1CCCCC1,434,true,ok,FTUCNZUISWTVAP-UHFFFAOYSA-N,CC(CNC(=O)Nc1ccccc1OC(C)C)NC(=O)OC(C)(C)C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0015_gnina_poses.sdf
